gap_id,row_id,image_filename,x_center_px,y_center_px,width_px,height_px,area_px2,area_m2
Gap-889,Row-3,214.jpg,197.8,495.0,30,31,720,0.018
Gap-890,Row-4,214.jpg,327.1,172.7,46,45,896,0.0224
Gap-891,Row-4,214.jpg,420.7,391.5,50,56,1232,0.0308
Gap-892,Row-4,214.jpg,451.2,460.3,49,90,2672,0.0668
Gap-893,Row-5,214.jpg,454.5,237.4,130,195,6600,0.165
Gap-894,Row-1,215.jpg,29.4,143.0,64,60,2719,0.067975
Gap-895,Row-2,215.jpg,77.4,267.5,171,296,11044,0.2761
Gap-896,Row-3,215.jpg,212.9,221.4,39,98,1634,0.04085
Gap-897,Row-3,215.jpg,208.9,315.7,34,82,1459,0.036475
Gap-898,Row-3,215.jpg,205.2,392.9,20,57,690,0.01725
Gap-899,Row-3,215.jpg,192.6,463.1,37,109,2426,0.06065
Gap-900,Row-4,215.jpg,304.3,154.5,45,46,1165,0.029125
Gap-901,Row-4,215.jpg,321.4,200.1,36,36,764,0.0191
Gap-902,Row-4,215.jpg,380.8,357.1,41,60,1145,0.028625
Gap-903,Row-4,215.jpg,410.1,454.5,66,116,3823,0.095575
Gap-904,Row-5,215.jpg,448.6,242.0,140,221,8030,0.20075
Gap-905,Row-1,216.jpg,55.4,185.6,118,140,6215,0.155375
Gap-906,Row-2,216.jpg,170.2,133.6,39,40,1095,0.027375
Gap-907,Row-2,216.jpg,102.7,340.8,126,343,10261,0.256525
Gap-908,Row-3,216.jpg,261.9,398.0,43,225,6296,0.1574
Gap-909,Row-4,216.jpg,315.7,137.1,32,41,611,0.015275
Gap-910,Row-4,216.jpg,385.6,257.0,32,31,502,0.01255
Gap-911,Row-4,216.jpg,468.7,385.6,90,122,3778,0.09445
Gap-912,Row-5,216.jpg,411.8,146.0,77,72,2284,0.0571
Gap-913,Row-5,216.jpg,480.1,213.0,67,90,3239,0.080975
Gap-914,Row-1,217.jpg,53.6,179.9,116,134,5973,0.149325
Gap-915,Row-2,217.jpg,157.9,160.2,42,50,623,0.015575
Gap-916,Row-2,217.jpg,136.3,192.8,23,48,572,0.0143
Gap-917,Row-2,217.jpg,117.2,248.1,31,58,754,0.01885
Gap-918,Row-2,217.jpg,31.2,441.2,70,151,4369,0.109225
Gap-919,Row-3,217.jpg,247.7,329.8,23,40,601,0.015025
Gap-920,Row-3,217.jpg,251.5,390.7,29,37,567,0.014175
Gap-921,Row-4,217.jpg,343.6,181.2,71,140,3282,0.08205
Gap-922,Row-4,217.jpg,404.4,320.6,33,35,702,0.01755
Gap-923,Row-4,217.jpg,462.2,422.0,103,191,6831,0.170775
Gap-924,Row-5,217.jpg,380.8,144.9,66,35,1009,0.025225
Gap-925,Row-5,217.jpg,469.6,217.2,90,103,4126,0.10315
Gap-926,Row-4,218.jpg,414.6,303.8,44,48,983,0.024575
Gap-927,Row-5,218.jpg,409.8,133.8,28,33,583,0.014575
Gap-928,Row-1,219.jpg,62.3,182.1,131,141,6910,0.17275
Gap-929,Row-2,219.jpg,163.7,169.0,83,111,3272,0.0818
Gap-930,Row-2,219.jpg,111.7,285.6,82,125,2694,0.06735
Gap-931,Row-2,219.jpg,42.9,416.1,91,153,5547,0.138675
Gap-932,Row-3,219.jpg,284.3,198.7,43,177,4108,0.1027
Gap-933,Row-3,219.jpg,285.2,322.3,19,69,837,0.020925
Gap-934,Row-3,219.jpg,300.2,431.7,27,41,520,0.013
Gap-935,Row-3,219.jpg,306.9,485.5,32,54,1559,0.038975
Gap-936,Row-4,219.jpg,370.2,160.7,63,96,2526,0.06315
Gap-937,Row-4,219.jpg,457.3,319.9,127,208,7712,0.1928
Gap-938,Row-5,219.jpg,464.9,174.7,103,116,5039,0.125975
Gap-939,Row-1,22.jpg,74.5,194.9,134,164,7473,0.186825
Gap-940,Row-2,22.jpg,116.1,305.3,190,375,13887,0.347175
Gap-941,Row-3,22.jpg,284.5,323.2,35,391,9794,0.24485
Gap-942,Row-4,22.jpg,432.2,258.6,163,283,10429,0.260725
Gap-943,Row-5,22.jpg,487.5,142.6,56,52,1897,0.047425
Gap-944,Row-1,220.jpg,48.3,173.1,103,119,5438,0.13595
Gap-945,Row-2,220.jpg,143.6,177.9,62,143,3869,0.096725
Gap-946,Row-2,220.jpg,60.8,381.8,126,265,9810,0.24525
Gap-947,Row-3,220.jpg,272.4,312.8,64,250,6060,0.1515
Gap-948,Row-3,220.jpg,302.4,474.7,36,81,1810,0.04525
Gap-949,Row-4,220.jpg,410.7,296.7,210,334,12667,0.316675
Gap-950,Row-5,220.jpg,454.7,165.2,119,105,5624,0.1406
Gap-951,Row-1,221.jpg,151.9,176.8,61,124,2553,0.063825
Gap-952,Row-1,221.jpg,59.7,374.6,128,236,7435,0.185875
Gap-953,Row-2,221.jpg,244.4,190.6,17,44,517,0.012925
Gap-954,Row-2,221.jpg,262.0,306.2,36,114,2360,0.059
Gap-955,Row-3,221.jpg,417.7,298.0,204,339,12229,0.305725
Gap-956,Row-4,221.jpg,447.0,180.8,131,136,6511,0.162775
Gap-957,Row-1,222.jpg,121.0,163.9,68,99,3085,0.077125
Gap-958,Row-1,222.jpg,51.2,331.3,114,231,8501,0.212525
Gap-959,Row-2,222.jpg,215.4,201.7,35,175,3852,0.0963
Gap-960,Row-2,222.jpg,221.4,379.8,32,83,1615,0.040375
Gap-961,Row-2,222.jpg,217.4,463.9,20,84,1071,0.026775
Gap-962,Row-3,222.jpg,410.8,334.2,203,348,13633,0.340825
Gap-963,Row-1,223.jpg,50.5,180.1,110,131,5694,0.14235
Gap-964,Row-2,223.jpg,171.5,132.4,39,44,974,0.02435
Gap-965,Row-2,223.jpg,103.1,345.8,143,346,12357,0.308925
Gap-966,Row-3,223.jpg,265.5,378.9,32,271,7769,0.194225
Gap-967,Row-4,223.jpg,440.7,298.5,152,331,11111,0.277775
Gap-968,Row-4,223.jpg,356.5,151.5,25,51,505,0.012625
Gap-969,Row-5,223.jpg,479.7,148.0,64,67,2811,0.070275
Gap-970,Row-1,224.jpg,61.9,199.2,124,169,6427,0.160675
Gap-971,Row-2,224.jpg,173.5,281.7,60,199,5233,0.130825
Gap-972,Row-3,224.jpg,411.3,441.5,75,147,4424,0.1106
Gap-973,Row-4,224.jpg,446.9,248.3,154,187,7334,0.18335
Gap-974,Row-1,225.jpg,106.7,324.4,197,396,13372,0.3343
Gap-975,Row-2,225.jpg,268.3,131.8,30,42,901,0.022525
Gap-976,Row-2,225.jpg,270.9,234.5,33,82,1525,0.038125
Gap-977,Row-2,225.jpg,278.4,390.4,37,234,5641,0.141025
Gap-978,Row-3,225.jpg,356.5,174.2,66,109,2973,0.074325
Gap-979,Row-3,225.jpg,445.9,373.7,132,250,8711,0.217775
Gap-980,Row-1,226.jpg,169.9,178.8,70,103,3201,0.080025
Gap-981,Row-1,226.jpg,78.7,392.1,118,226,8348,0.2087
Gap-982,Row-2,226.jpg,248.0,241.0,30,105,1826,0.04565
Gap-983,Row-2,226.jpg,249.3,417.3,33,201,5451,0.136275
Gap-984,Row-3,226.jpg,318.8,167.4,60,107,2737,0.068425
Gap-985,Row-3,226.jpg,416.6,362.1,132,257,9223,0.230575
Gap-986,Row-1,227.jpg,111.5,131.9,23,34,520,0.013
Gap-987,Row-1,227.jpg,69.6,291.8,124,292,9553,0.238825
Gap-988,Row-2,227.jpg,201.5,165.9,32,60,911,0.022775
Gap-989,Row-2,227.jpg,224.3,353.6,63,332,9175,0.229375
Gap-990,Row-3,227.jpg,325.4,211.4,99,118,3619,0.090475
Gap-991,Row-3,227.jpg,423.6,381.8,102,154,5028,0.1257
Gap-992,Row-1,228.jpg,178.4,187.1,77,156,4756,0.1189
Gap-993,Row-1,228.jpg,127.9,279.9,33,54,781,0.019525
Gap-994,Row-1,228.jpg,81.4,417.3,105,188,6882,0.17205
Gap-995,Row-2,228.jpg,306.3,374.0,47,276,6887,0.172175
Gap-996,Row-3,228.jpg,435.4,264.8,153,279,10044,0.2511
Gap-997,Row-1,229.jpg,73.4,284.1,153,337,12845,0.321125
Gap-998,Row-2,229.jpg,197.3,162.6,30,95,2466,0.06165
Gap-999,Row-3,229.jpg,301.7,204.7,93,155,5371,0.134275
Gap-1000,Row-3,229.jpg,397.1,402.9,91,178,5558,0.13895
Gap-1001,Row-1,23.jpg,73.5,208.1,157,190,8512,0.2128
Gap-1002,Row-2,23.jpg,181.1,183.1,81,150,4976,0.1244
Gap-1003,Row-2,23.jpg,85.9,378.1,126,240,8371,0.209275
Gap-1004,Row-3,23.jpg,291.7,355.1,40,320,8520,0.213
Gap-1005,Row-4,23.jpg,437.7,246.4,152,273,10059,0.251475
Gap-1006,Row-5,23.jpg,470.5,154.7,88,84,3363,0.084075
Gap-1007,Row-1,230.jpg,61.1,213.9,141,178,5150,0.12875
Gap-1008,Row-2,230.jpg,175.0,147.3,54,63,1783,0.044575
Gap-1009,Row-2,230.jpg,110.7,304.6,115,234,8170,0.20425
Gap-1010,Row-2,230.jpg,45.8,462.0,65,104,3674,0.09185
Gap-1011,Row-3,230.jpg,244.3,128.2,29,29,622,0.01555
Gap-1012,Row-3,230.jpg,247.3,187.4,30,68,1699,0.042475
Gap-1013,Row-3,230.jpg,244.6,259.3,29,75,1148,0.0287
Gap-1014,Row-3,230.jpg,247.8,378.2,29,39,714,0.01785
Gap-1015,Row-3,230.jpg,249.1,458.9,30,120,2980,0.0745
Gap-1016,Row-4,230.jpg,371.7,279.7,166,378,12148,0.3037
Gap-1017,Row-5,230.jpg,398.9,170.5,81,104,2509,0.062725
Gap-1018,Row-5,230.jpg,472.6,263.8,57,75,1548,0.0387
Gap-1019,Row-1,231.jpg,67.4,230.9,162,192,5825,0.145625
Gap-1020,Row-2,231.jpg,186.9,158.2,67,98,2362,0.05905
Gap-1021,Row-2,231.jpg,127.4,283.3,82,149,3314,0.08285
Gap-1022,Row-2,231.jpg,74.3,415.6,69,133,3949,0.098725
Gap-1023,Row-3,231.jpg,268.0,270.8,42,304,7995,0.199875
Gap-1024,Row-4,231.jpg,422.5,310.9,181,394,15510,0.38775
Gap-1025,Row-5,231.jpg,460.8,195.5,115,144,6280,0.157
Gap-1026,Row-1,232.jpg,54.0,151.9,101,82,3157,0.078925
Gap-1027,Row-2,232.jpg,138.6,144.8,69,68,2537,0.063425
Gap-1028,Row-2,232.jpg,56.8,250.1,80,94,3298,0.08245
Gap-1029,Row-3,232.jpg,210.2,149.3,57,78,2344,0.0586
Gap-1030,Row-3,232.jpg,122.3,365.4,24,51,646,0.01615
Gap-1031,Row-3,232.jpg,97.1,469.0,61,89,3079,0.076975
Gap-1032,Row-4,232.jpg,290.0,146.9,35,72,1605,0.040125
Gap-1033,Row-4,232.jpg,314.1,345.2,40,109,2770,0.06925
Gap-1034,Row-5,232.jpg,353.3,142.9,50,63,1554,0.03885
Gap-1035,Row-5,232.jpg,370.6,203.9,27,38,518,0.01295
Gap-1036,Row-5,232.jpg,426.8,301.6,108,175,6457,0.161425
Gap-1037,Row-5,232.jpg,480.8,427.2,52,101,2414,0.06035
Gap-1038,Row-6,232.jpg,431.9,158.4,92,104,4106,0.10265
Gap-1039,Row-1,233.jpg,136.3,159.3,57,79,1341,0.033525
Gap-1040,Row-1,233.jpg,49.9,253.3,111,155,4857,0.121425
Gap-1041,Row-2,233.jpg,145.1,294.5,158,310,8312,0.2078
Gap-1042,Row-3,233.jpg,289.3,225.0,30,227,5564,0.1391
Gap-1043,Row-4,233.jpg,359.5,142.8,42,35,907,0.022675
Gap-1044,Row-4,233.jpg,434.2,315.4,148,285,8979,0.224475
Gap-1045,Row-5,233.jpg,421.3,137.3,55,51,1732,0.0433
Gap-1046,Row-5,233.jpg,473.9,210.4,88,102,4248,0.1062
Gap-1047,Row-1,234.jpg,71.6,204.9,153,182,7856,0.1964
Gap-1048,Row-2,234.jpg,140.7,272.8,153,304,9321,0.233025
Gap-1049,Row-3,234.jpg,271.6,253.3,32,284,6411,0.160275
Gap-1050,Row-3,234.jpg,274.3,461.0,29,94,1580,0.0395
Gap-1051,Row-4,234.jpg,366.4,179.3,76,133,4998,0.12495
Gap-1052,Row-4,234.jpg,453.0,361.7,58,92,2731,0.068275
Gap-1053,Row-5,234.jpg,447.4,157.6,105,85,3471,0.086775
Gap-1054,Row-1,235.jpg,109.4,155.7,78,92,2064,0.0516
Gap-1055,Row-1,235.jpg,52.0,206.5,32,65,929,0.023225
Gap-1056,Row-1,235.jpg,15.5,258.5,38,25,583,0.014575
Gap-1057,Row-2,235.jpg,170.9,166.0,29,41,580,0.0145
Gap-1058,Row-2,235.jpg,138.5,234.1,22,45,609,0.015225
Gap-1059,Row-2,235.jpg,83.4,357.2,108,188,5696,0.1424
Gap-1060,Row-3,235.jpg,270.1,195.0,32,53,940,0.0235
Gap-1061,Row-4,235.jpg,357.0,141.1,43,59,1773,0.044325
Gap-1062,Row-4,235.jpg,440.7,347.8,147,312,11576,0.2894
Gap-1063,Row-5,235.jpg,432.2,146.2,71,67,2243,0.056075
Gap-1064,Row-5,235.jpg,484.4,224.9,59,51,1684,0.0421
Gap-1065,Row-1,236.jpg,80.6,202.6,163,189,7852,0.1963
Gap-1066,Row-2,236.jpg,207.5,137.9,21,41,580,0.0145
Gap-1067,Row-2,236.jpg,228.8,138.5,21,49,667,0.016675
Gap-1068,Row-2,236.jpg,141.4,308.8,36,47,955,0.023875
Gap-1069,Row-2,236.jpg,120.4,363.6,37,66,1333,0.033325
Gap-1070,Row-2,236.jpg,97.2,413.7,31,49,677,0.016925
Gap-1071,Row-3,236.jpg,292.4,156.4,30,87,1527,0.038175
Gap-1072,Row-3,236.jpg,297.1,311.6,29,51,1040,0.026
Gap-1073,Row-3,236.jpg,289.0,460.9,17,57,566,0.01415
Gap-1074,Row-4,236.jpg,369.8,137.7,45,50,1357,0.033925
Gap-1075,Row-4,236.jpg,391.5,191.8,45,29,819,0.020475
Gap-1076,Row-4,236.jpg,455.4,336.4,122,234,8953,0.223825
Gap-1077,Row-5,236.jpg,461.8,162.5,92,102,4389,0.109725
Gap-1078,Row-1,237.jpg,112.2,172.9,95,115,2487,0.062175
Gap-1079,Row-1,237.jpg,20.6,268.5,48,63,1779,0.044475
Gap-1080,Row-2,237.jpg,153.5,277.8,61,99,2969,0.074225
Gap-1081,Row-2,237.jpg,84.8,443.9,71,144,3812,0.0953
Gap-1082,Row-3,237.jpg,280.4,128.8,30,28,775,0.019375
Gap-1083,Row-3,237.jpg,283.3,240.0,31,56,1412,0.0353
Gap-1084,Row-3,237.jpg,285.4,319.1,31,98,2351,0.058775
Gap-1085,Row-3,237.jpg,287.3,431.3,25,58,818,0.02045
Gap-1086,Row-3,237.jpg,291.9,497.7,30,32,799,0.019975
Gap-1087,Row-4,237.jpg,346.1,139.0,45,53,1703,0.042575
Gap-1088,Row-4,237.jpg,367.3,211.6,32,43,567,0.014175
Gap-1089,Row-4,237.jpg,455.0,381.6,133,256,8909,0.222725
Gap-1090,Row-5,237.jpg,410.7,131.7,55,34,1304,0.0326
Gap-1091,Row-5,237.jpg,469.0,209.7,103,116,4846,0.12115
Gap-1092,Row-1,238.jpg,74.0,198.0,142,167,6834,0.17085
Gap-1093,Row-2,238.jpg,190.2,175.8,73,122,4091,0.102275
Gap-1094,Row-2,238.jpg,133.6,287.3,24,39,543,0.013575
Gap-1095,Row-2,238.jpg,79.9,439.0,70,121,3943,0.098575
Gap-1096,Row-3,238.jpg,267.0,142.9,15,50,574,0.01435
Gap-1097,Row-3,238.jpg,279.4,209.3,33,65,1497,0.037425
Gap-1098,Row-3,238.jpg,284.0,295.0,30,50,850,0.02125
Gap-1099,Row-3,238.jpg,290.9,426.1,38,174,5160,0.129
Gap-1100,Row-4,238.jpg,416.6,325.5,176,375,14251,0.356275
Gap-1101,Row-5,238.jpg,446.1,198.0,125,167,6590,0.16475
Gap-1102,Row-1,239.jpg,100.2,237.4,207,256,11795,0.294875
Gap-1103,Row-2,239.jpg,209.1,211.2,97,217,6487,0.162175
Gap-1104,Row-2,239.jpg,149.3,338.2,22,50,585,0.014625
Gap-1105,Row-2,239.jpg,132.8,419.8,93,159,4357,0.108925
Gap-1106,Row-3,239.jpg,292.1,176.1,36,123,2959,0.073975
Gap-1107,Row-3,239.jpg,304.1,370.0,46,254,6425,0.160625
Gap-1108,Row-4,239.jpg,372.9,193.5,99,163,6293,0.157325
Gap-1109,Row-4,239.jpg,464.6,387.6,114,209,7309,0.182725
Gap-1110,Row-5,239.jpg,452.7,177.6,126,132,6290,0.15725
Gap-1111,Row-1,24.jpg,97.1,142.1,69,66,1693,0.042325
Gap-1112,Row-1,24.jpg,39.4,248.5,97,121,4327,0.108175
Gap-1113,Row-2,24.jpg,188.0,161.2,56,103,2652,0.0663
Gap-1114,Row-2,24.jpg,156.2,238.0,45,45,1002,0.02505
Gap-1115,Row-2,24.jpg,126.0,307.9,54,104,2415,0.060375
Gap-1116,Row-2,24.jpg,73.0,423.3,78,176,5075,0.126875
Gap-1117,Row-3,24.jpg,298.8,319.6,41,396,11388,0.2847
Gap-1118,Row-4,24.jpg,388.3,148.5,51,73,2121,0.053025
Gap-1119,Row-4,24.jpg,410.0,192.9,38,35,751,0.018775
Gap-1120,Row-4,24.jpg,458.8,298.3,110,195,7176,0.1794
Gap-1121,Row-5,24.jpg,490.1,141.3,44,54,1700,0.0425
Gap-1122,Row-1,240.jpg,66.1,198.1,139,175,7949,0.198725
Gap-1123,Row-2,240.jpg,81.9,344.8,178,347,12517,0.312925
Gap-1124,Row-3,240.jpg,247.4,126.5,30,23,616,0.0154
Gap-1125,Row-3,240.jpg,265.7,377.5,47,259,5479,0.136975
Gap-1126,Row-4,240.jpg,315.0,126.9,35,30,626,0.01565
Gap-1127,Row-4,240.jpg,423.1,329.6,171,304,11138,0.27845
Gap-1128,Row-5,240.jpg,446.2,193.9,142,149,6118,0.15295
Gap-1129,Row-1,241.jpg,102.8,160.9,87,91,3583,0.089575
Gap-1130,Row-1,241.jpg,37.3,247.7,73,90,3398,0.08495
Gap-1131,Row-2,241.jpg,165.2,165.1,67,114,3391,0.084775
Gap-1132,Row-2,241.jpg,76.9,410.1,106,212,6994,0.17485
Gap-1133,Row-3,241.jpg,245.8,177.8,37,137,3489,0.087225
Gap-1134,Row-3,241.jpg,253.0,445.2,29,90,1001,0.025025
Gap-1135,Row-4,241.jpg,326.4,171.4,74,131,4183,0.104575
Gap-1136,Row-4,241.jpg,367.8,267.1,34,82,1074,0.02685
Gap-1137,Row-4,241.jpg,393.9,287.8,34,40,729,0.018225
Gap-1138,Row-4,241.jpg,459.5,437.3,87,135,4527,0.113175
Gap-1139,Row-5,241.jpg,380.7,135.1,55,44,1445,0.036125
Gap-1140,Row-5,241.jpg,412.5,163.2,52,39,913,0.022825
Gap-1141,Row-5,241.jpg,471.1,214.9,88,94,3878,0.09695
Gap-1142,Row-1,242.jpg,52.3,170.9,103,118,4505,0.112625
Gap-1143,Row-2,242.jpg,103.3,323.3,171,387,13050,0.32625
Gap-1144,Row-3,242.jpg,258.7,367.9,33,304,8407,0.210175
Gap-1145,Row-4,242.jpg,431.5,304.0,167,317,12277,0.306925
Gap-1146,Row-5,242.jpg,460.7,181.8,112,129,5298,0.13245
Gap-1147,Row-1,243.jpg,150.5,135.0,51,36,1154,0.02885
Gap-1148,Row-1,243.jpg,134.6,174.0,38,37,513,0.012825
Gap-1149,Row-1,243.jpg,42.2,260.2,99,101,4106,0.10265
Gap-1150,Row-2,243.jpg,186.9,204.5,65,117,3766,0.09415
Gap-1151,Row-2,243.jpg,140.1,339.9,84,139,4061,0.101525
Gap-1152,Row-2,243.jpg,94.1,465.5,54,103,2794,0.06985
Gap-1153,Row-3,243.jpg,266.3,143.3,31,42,872,0.0218
Gap-1154,Row-3,243.jpg,271.4,301.7,32,69,1024,0.0256
Gap-1155,Row-3,243.jpg,279.1,377.5,17,71,902,0.02255
Gap-1156,Row-4,243.jpg,318.9,158.7,70,102,3415,0.085375
Gap-1157,Row-4,243.jpg,372.3,242.4,79,93,3067,0.076675
Gap-1158,Row-4,243.jpg,454.8,372.2,18,46,579,0.014475
Gap-1159,Row-4,243.jpg,475.8,421.7,39,41,1064,0.0266
Gap-1160,Row-5,243.jpg,342.7,148.2,60,61,1524,0.0381
Gap-1161,Row-5,243.jpg,398.1,195.5,51,63,1553,0.038825
Gap-1162,Row-5,243.jpg,483.1,258.5,50,62,1392,0.0348
Gap-1163,Row-1,244.jpg,45.8,168.8,96,111,4854,0.12135
Gap-1164,Row-2,244.jpg,86.8,330.8,177,363,14080,0.352
Gap-1165,Row-3,244.jpg,257.6,150.6,31,91,1988,0.0497
Gap-1166,Row-3,244.jpg,258.1,267.1,30,110,2025,0.050625
Gap-1167,Row-3,244.jpg,262.1,440.2,21,68,679,0.016975
Gap-1168,Row-4,244.jpg,360.0,203.5,115,194,6810,0.17025
Gap-1169,Row-4,244.jpg,458.3,404.4,96,186,6390,0.15975
Gap-1170,Row-5,244.jpg,452.8,185.8,129,139,5597,0.139925
Gap-1171,Row-1,245.jpg,55.7,192.6,126,152,6225,0.155625
Gap-1172,Row-2,245.jpg,163.4,169.6,75,108,3695,0.092375
Gap-1173,Row-2,245.jpg,137.7,249.1,40,53,769,0.019225
Gap-1174,Row-2,245.jpg,111.3,295.7,24,45,609,0.015225
Gap-1175,Row-2,245.jpg,57.9,416.7,94,198,6810,0.17025
Gap-1176,Row-3,245.jpg,262.4,187.9,32,133,3727,0.093175
Gap-1177,Row-3,245.jpg,260.6,354.4,25,77,946,0.02365
Gap-1178,Row-4,245.jpg,396.3,275.7,171,334,12988,0.3247
Gap-1179,Row-5,245.jpg,457.7,169.9,43,64,1122,0.02805
Gap-1180,Row-5,245.jpg,487.4,205.2,25,51,646,0.01615
Gap-1181,Row-1,246.jpg,128.6,153.0,30,47,705,0.017625
Gap-1182,Row-1,246.jpg,107.1,191.1,39,49,773,0.019325
Gap-1183,Row-1,246.jpg,46.2,242.7,78,92,3131,0.078275
Gap-1184,Row-2,246.jpg,168.7,206.5,85,133,4021,0.100525
Gap-1185,Row-3,246.jpg,259.8,283.3,30,103,2280,0.057
Gap-1186,Row-4,246.jpg,353.7,204.0,73,130,3603,0.090075
Gap-1187,Row-4,246.jpg,442.6,403.1,122,219,8691,0.217275
Gap-1188,Row-5,246.jpg,453.3,234.7,123,165,5965,0.149125
Gap-1189,Row-2,247.jpg,166.4,164.7,50,44,1101,0.027525
Gap-1190,Row-2,247.jpg,50.0,429.4,112,191,6483,0.162075
Gap-1191,Row-3,247.jpg,261.3,220.5,30,77,1715,0.042875
Gap-1192,Row-3,247.jpg,260.2,417.4,27,35,555,0.013875
Gap-1193,Row-4,247.jpg,364.7,194.6,54,74,1507,0.037675
Gap-1194,Row-4,247.jpg,474.6,449.8,73,135,4786,0.11965
Gap-1195,Row-5,247.jpg,412.2,149.3,56,58,1711,0.042775
Gap-1196,Row-5,247.jpg,456.9,188.7,37,43,694,0.01735
Gap-1197,Row-1,248.jpg,62.1,167.0,80,85,3191,0.079775
Gap-1198,Row-2,248.jpg,209.0,125.7,35,26,586,0.01465
Gap-1199,Row-2,248.jpg,194.3,171.2,48,94,1595,0.039875
Gap-1200,Row-2,248.jpg,155.6,252.8,34,52,680,0.017
Gap-1201,Row-2,248.jpg,123.8,292.5,39,53,1213,0.030325
Gap-1202,Row-2,248.jpg,85.6,376.9,49,74,1557,0.038925
Gap-1203,Row-3,248.jpg,262.3,237.4,41,241,5848,0.1462
Gap-1204,Row-3,248.jpg,256.0,440.2,29,126,1865,0.046625
Gap-1205,Row-4,248.jpg,369.5,250.0,142,289,9960,0.249
Gap-1206,Row-4,248.jpg,456.5,461.6,65,116,3194,0.07985
Gap-1207,Row-5,248.jpg,439.0,207.9,157,185,7887,0.197175
Gap-1208,Row-1,249.jpg,65.6,182.0,138,135,5620,0.1405
Gap-1209,Row-2,249.jpg,150.9,219.3,93,165,3917,0.097925
Gap-1210,Row-2,249.jpg,58.8,396.2,111,187,6085,0.152125
Gap-1211,Row-3,249.jpg,263.9,198.0,33,119,2440,0.061
Gap-1212,Row-3,249.jpg,249.7,422.7,37,192,5336,0.1334
Gap-1213,Row-4,249.jpg,399.8,320.5,181,396,14691,0.367275
Gap-1214,Row-5,249.jpg,403.1,175.7,36,35,709,0.017725
Gap-1215,Row-5,249.jpg,480.4,257.4,79,84,3193,0.079825
Gap-1216,Row-1,25.jpg,54.2,173.8,114,121,5926,0.14815
Gap-1217,Row-2,25.jpg,103.6,317.3,210,395,14904,0.3726
Gap-1218,Row-3,25.jpg,297.7,130.6,30,40,848,0.0212
Gap-1219,Row-3,25.jpg,301.0,222.2,31,55,1273,0.031825
Gap-1220,Row-3,25.jpg,304.2,405.1,35,195,2519,0.062975
Gap-1221,Row-4,25.jpg,450.4,222.6,130,221,8618,0.21545
Gap-1222,Row-1,250.jpg,23.9,196.8,59,44,1183,0.029575
Gap-1223,Row-2,250.jpg,115.3,213.4,87,160,4816,0.1204
Gap-1224,Row-3,250.jpg,211.7,155.7,30,72,1545,0.038625
Gap-1225,Row-3,250.jpg,212.7,274.3,31,126,2735,0.068375
Gap-1226,Row-3,250.jpg,209.3,445.7,30,137,3836,0.0959
Gap-1227,Row-4,250.jpg,302.4,172.2,76,130,4123,0.103075
Gap-1228,Row-4,250.jpg,389.9,390.6,124,251,9471,0.236775
Gap-1229,Row-5,250.jpg,427.4,232.0,181,219,10116,0.2529
Gap-1230,Row-1,251.jpg,101.2,143.7,71,60,1697,0.042425
Gap-1231,Row-1,251.jpg,25.6,238.1,54,74,1998,0.04995
Gap-1232,Row-2,251.jpg,100.0,322.9,211,396,15492,0.3873
Gap-1233,Row-1,252.jpg,45.9,153.5,92,76,3533,0.088325
Gap-1234,Row-2,252.jpg,75.8,236.5,160,238,10266,0.25665
Gap-1235,Row-3,252.jpg,152.3,229.6,29,50,741,0.018525
Gap-1236,Row-3,252.jpg,103.3,354.8,79,152,4870,0.12175
Gap-1237,Row-3,252.jpg,54.7,468.2,39,75,1757,0.043925
Gap-1238,Row-4,252.jpg,260.8,142.6,34,58,1486,0.03715
Gap-1239,Row-4,252.jpg,270.5,231.5,44,118,2928,0.0732
Gap-1240,Row-4,252.jpg,292.8,431.2,46,167,5011,0.125275
Gap-1241,Row-5,252.jpg,391.7,313.7,209,396,16368,0.4092
Gap-1242,Row-6,252.jpg,430.0,213.9,171,202,9738,0.24345
Gap-1243,Row-1,253.jpg,93.5,132.1,43,35,741,0.018525
Gap-1244,Row-2,253.jpg,141.8,228.4,57,55,1362,0.03405
Gap-1245,Row-2,253.jpg,81.2,344.1,24,40,501,0.012525
Gap-1246,Row-2,253.jpg,39.2,461.2,52,107,2217,0.055425
Gap-1247,Row-3,253.jpg,246.6,160.2,29,60,978,0.02445
Gap-1248,Row-4,253.jpg,396.3,313.3,115,193,4981,0.124525
Gap-1249,Row-5,253.jpg,385.9,146.0,74,64,2188,0.0547
Gap-1250,Row-5,253.jpg,436.4,209.5,75,76,1765,0.044125
Gap-1251,Row-5,253.jpg,479.0,250.1,36,31,566,0.01415
Gap-1252,Row-1,254.jpg,102.4,143.6,49,60,1538,0.03845
Gap-1253,Row-1,254.jpg,33.9,204.3,82,120,3267,0.081675
Gap-1254,Row-2,254.jpg,178.9,170.0,30,48,606,0.01515
Gap-1255,Row-2,254.jpg,132.6,238.9,62,79,1739,0.043475
Gap-1256,Row-2,254.jpg,79.2,375.8,60,135,3540,0.0885
Gap-1257,Row-2,254.jpg,42.4,486.3,32,53,786,0.01965
Gap-1258,Row-3,254.jpg,252.8,181.5,31,55,993,0.024825
Gap-1259,Row-3,254.jpg,281.3,341.2,20,54,604,0.0151
Gap-1260,Row-4,254.jpg,327.7,153.5,65,75,2492,0.0623
